incident_id,site,latitude,longitude,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-01334,SITE-003,-2.276849,37.866741,2026-04-08, Leak,Critical,47.5,Actually more method operation upon.,Material Fatigue,13.3,Under Investigation
INC-04483,SITE-006,0.019606,35.422341,21/11/2025,Spill, High,55.3,Support lose even history me.,Material Fatigue,1.2,Closed
INC-02686,SITE-004,-0.324821,36.097379,2024-03-17,Near Miss,High,67.3,Might instead for drive manager society same amount guy.,Sensor Malfunction,4.5,Open
INC-00411,SITE-006,0.022492,35.432845,2024-06-09,Leak,High,53.1,Question throughout soon mouth far music care at.,Third-party Damage,2.3,Closed
INC-04294,SITE-001,-1.265827,36.841727,2025-11-30,Near Miss,Medium,72.5,Pull laugh dark bag into it everybody.,Valve Failure,2.5,Closed
INC-04414,SITE-003,-2.275086,37.86469,2023-09-02T00:00:00Z,Fire,High,67.7,Bar field big leader indicate drug identify manager mission moment grow.,Operator Error,5.7,Closed
INC-00522,SITE-006,0.018464,35.431077,01/25/2024,Spill,Medium,69.0,Capital how family many candidate traditional.,Corrosion,8.2,Under Investigation
INC-04119,SITE-007,-0.078448,34.773824,2025-04-05,Spill,High,55.8,Safe on court simply few place improve too.,Sensor Malfunction,8.7,Under Investigation
INC-03630,SITE-006,0.064692,35.437258,2026-05-27,Spill,High,49.8,Make nature child size again area decision expect risk.,Material Fatigue,11.3,Open
INC-04750,SITE-002,-4.030439,39.685956,2024-04-07,leak ,High,72.2,Type stand end institution dog number professional chair visit whether real brother we even resource.,,6.8,Closed
INC-01750,SITE-005,0.541353,35.249068,04/01/2026,Equipment Failure,Low,94.4,Number hour interview industry resource enough majority realize growth large leg.,Corrosion,20.8,Open
INC-01641,SITE-006,0.054399,35.473592,2025-02-09,Equipment Failure,High,50.3,Listen full speak nothing weight language.,Third-party Damage,10.3,Under Investigation
INC-04937,SITE-004,-0.330139,36.096915,2024-01-03,EQUIPMENT FAILURE,Medium,59.2,Clear seem suggest television night voice lead arm very executive position over why half.,Sensor Malfunction,8.8,Under Investigation
INC-03834,SITE-004,-0.282852,36.10455,2026-01-23,Near Miss,,70.0,Picture point because summer conference though commercial similar relate.,,4.5,Open
INC-02139,SITE-004,-0.274299,36.108033,2025-09-28,Near Miss,Low,91.3,Value that wife energy way record individual practice whole scientist would.,Corrosion,7.7,Open
INC-00560,SITE-005,0.495036,35.291246,2024-07-23,Spill,Medium,72.8,Few plant write seven difference each sound speak although.,,4.7,Under Investigation
INC-05731,SITE-002,-4.023536,39.684645,2023-08-16,Spill,Medium,72.5,Trip return reduce mother about.,,1.8,Under Investigation
INC-04305,SITE-002,-4.065264,39.684573,2023-08-25,Spill,Low,94.6,Skill mind movie only less wonder get tax.,Third-party Damage,13.3,Under Investigation
INC-05941,SITE-003,-2.319793,37.865714,2026-01-14,Spill,High,61.4,Decide cost use few especially positive sense name listen wait television.,,7.3,Under Investigation
INC-02574,SITE-006,0.027312,35.478756,2026-06-07, fire,Medium,89.8,Lawyer prepare budget theory interest listen tree exactly successful paper billion all hard value manager ball couple family audience available.,Operator Error,7.6,Closed
INC-04670,SITE-003,-2.261868,37.875501,2025-11-05,Leak,Medium,84.3,Real contain guess mention after machine east raise memory purpose.,Corrosion,6.5,Closed
INC-00501,SITE-005,0.49262,35.238327,2026-06-17,Near Miss,LOW,84.8,Before anyone get marriage shake suffer.,Material Fatigue,17.9,Under Investigation
INC-04868,SITE-006,0.058156,35.479503,10/31/2023,Spill,Medium,71.8,Write fish behavior Republican throw whole paper section strategy capital message.,Operator Error,11.6,Open
INC-01904,SITE-006,0.018152,35.46831,21/02/2024,Leak,High,46.0,Race rule bank entire officer most everyone compare accept eye debate.,,3.9,Open
INC-03601,SITE-003,-2.273081,37.83244,2026-08-08,,High,59.8,Move nothing present certainly quality.,Material Fatigue,4.0,Open
INC-02335,SITE-003,-2.268895,37.834839,2025-09-23,Spill,Critical,71.5,Market sing American unit despite cause environment night generation reveal heavy subject value level Mr left brother figure.,Valve Failure,3.1,Open
INC-03631,SITE-003,-2.31724,37.818695,2025-11-25,Spill, High,46.8,According bank under economic others north well new ok garden weight sign hit you material sure.,Sensor Malfunction,15.7,Closed
INC-05405,SITE-005,0.537713,35.287138,2025-08-25,Near Miss,Low,87.0,Room sea great public himself style capital.,Material Fatigue,7.7,Open
INC-01451,SITE-003,-2.278329,37.866819,2023-09-22,EQUIPMENT FAILURE,High,71.2,Mean Congress strong size show star current join teacher discussion.,Valve Failure,16.0,Closed
INC-05482,SITE-004,-0.278322,36.055092,2025-03-23T00:00:00Z,Fire,Critical,51.0,Once debate reason window have quickly gun quite financial.,,12.4,Open
INC-00683,SITE-001,-1.268655,36.843542,2024-09-12,EQUIPMENT FAILURE,,82.7,Take box television dark set.,Sensor Malfunction,4.1,Under Investigation
INC-05992,SITE-003,-2.265616,37.873251,12/07/2023,Leak,Critical,-5.0,Especially arm across participant agency plant discover keep cut face head whom alone degree you with.,Sensor Malfunction,2.5,Open
INC-04004,SITE-005,0.546326,35.28391,2024-08-03,EQUIPMENT FAILURE,Medium,73.3,Second strategy myself anything direction good which course season bring evidence.,Material Fatigue,7.7,Open
INC-04400,SITE-003,-2.314968,37.870016,2023-09-02,Leak,High,115.7,Rest boy message institution.,Material Fatigue,3.4,Under Investigation
INC-00955,SITE-005,0.493236,35.294244,2026-04-18,,Medium,90.9,Story boy to sure study girl generation the year available meeting.,Material Fatigue,8.8,Closed
INC-02560,SITE-004,-0.274482,36.09249,2025-12-18,Near Miss,medium,80.1,Bill example test own his gun sit long race pretty right chance improve family tax throw American.,Sensor Malfunction,9.3,Open
INC-04637,SITE-005,0.53886,35.24025,2024-11-11,Near Miss,High,67.4,This beyond begin system all usually down expect read sign condition result election mind local.,Corrosion,2.9,Open
INC-02567,SITE-002,-4.026961,39.658958,2024-05-08,Near Miss,High,61.4,Add radio expect along huge cost process again stock mother finally.,Valve Failure,11.0,Closed
INC-05552,SITE-004,-0.273003,36.102469,2026-07-14,Near Miss,Medium,76.7,Drive reach public pull soon western management inside Congress remain.,Valve Failure,7.0,Open
INC-02378,SITE-006,0.065654,35.430886,22-Dec-2023, spill ,Hi,58.9,Money history into society and eight almost what scene continue third course be manage organization.,Corrosion,19.9,Under Investigation
INC-01973,SITE-005,0.529783,35.297584,2025-06-14,NEAR MISS,Low,81.5,Work wife word prepare garden themselves carry every doctor product.,,1.6,Under Investigation
INC-01849,SITE-003,-2.277897,37.8612,2026-08-23,Spill,High,44.0,Help measure realize board career wait account PM whose close season page along prevent condition course.,Valve Failure,20.7,Closed
INC-02846,SITE-005,0.529738,35.28418,2025-05-30,Leak,Low,86.8,Congress put memory student relationship the reality again third call defense sort goal food different there common not.,Third-party Damage,15.6,Closed
INC-05949,SITE-003,-2.275809,37.874461,2024-08-23,Leak,High,69.1,Woman somebody floor onto agreement bar rest sound.,Corrosion,15.5,Under Investigation
INC-02226,SITE-005,0.527611,35.281673,2024-07-03,Near Miss,Critical,39.3,Few time produce school person summer environmental behavior look such us black attorney.,Valve Failure,18.5,Closed
INC-02467,SITE-006,0.013561,35.470574,2026-05-20,Spill,Critical,53.1,Three represent health against skill together contain audience maintain yet.,,1.2,Open
INC-05586,SITE-006,0.023216,35.429866,2025-03-29,Leak,Critical,62.8,Word respond community low itself partner join window later approach news.,Material Fatigue,0.4,Closed
INC-02078,SITE-007,-0.120676,34.78198,2026-02-17,Near Miss,Medium,75.2,Learn imagine discuss past school apply voice begin project indicate car official.,Operator Error,7.6,Closed
INC-00847,SITE-004,-0.290968,36.097616,2026-05-20,Spill,High,63.0,Answer never step job standard quality traditional of.,Operator Error,27.8,Open
INC-05965,SITE-005,0.50205,35.283334,2026-03-13,,Medium,59.1,Authority which here difference firm suddenly between same meeting thought.,Material Fatigue,12.0,Open
INC-04805,SITE-003,-2.260044,37.870368,10-Mar-2026,Near Miss,Medium,62.1,Much class high effort discover party break employee my apply whole toward.,Material Fatigue,4.0,Open
INC-05817,SITE-004,-0.284605,36.096722,2026-05-26T00:00:00Z,Equipment Failure,Low,100.0,Door cost ago hour coach expert trip say order.,Material Fatigue,2.1,Open
INC-05246,SITE-006,0.028361,35.46288,2026-01-09,Equipment Failure,High,150.0,Build nearly black end anyone.,Valve Failure,8.4,Closed
INC-01519,SITE-004,-0.321796,36.05437,2026-04-01T00:00:00Z,,Low,82.5,Those head area what across exist.,Corrosion,3.6,Under Investigation
INC-01776,SITE-007,-0.083125,34.783195,2023-12-27T00:00:00Z,Near Miss, medium,77.0,Go beyond network instead adult investment away rate today.,Operator Error,17.7,Open
INC-03358,SITE-005,0.502096,35.254149,2025-09-16T00:00:00Z,Leak,Low,84.5,Responsibility enter imagine late democratic couple prove western.,Sensor Malfunction,16.4,Under Investigation
INC-05694,SITE-003,-2.268777,37.819488,2024-01-14,Leak,Critical,38.4,Sign through majority Mr pass return around information whatever information rise effort state growth threat.,,6.6,Open
INC-04663,SITE-006,0.069484,35.464924,2026-01-28,Leak,High,60.8,Always performance easy explain affect seem return market most nice goal.,Material Fatigue,4.6,Under Investigation
INC-02039,SITE-004,-0.282201,36.058027,02/08/2023,Equipment Failure,High,63.2,Can box note check director fine investment why computer less.,Corrosion,1.0,Closed
INC-03695,SITE-006,0.02696,35.473654,2025-05-11,Leak,HIGH,53.2,Teach teacher should station discover treat about fly stay study amount skin.,,15.6,Closed
INC-02881,SITE-007,-0.084144,34.785777,2023-07-31,Fire,High,51.1,Public movie ball wife should state most ready decade politics try figure these away recognize when necessary not reach people.,Third-party Damage,8.6,Open
INC-00828,SITE-002,-4.037358,39.691089,2026-03-10,Fire,Critical,50.9,Effect relationship manager claim force position never seat card performance.,Corrosion,0.7,Under Investigation
INC-01174,SITE-003,-2.275753,37.821278,2026-04-27,Spill,High,70.6,Middle crime follow inside right such sound.,Material Fatigue,17.1,Open
INC-05510,SITE-003,-2.27793,37.830857,2025-12-12,Fire,Critical,48.9,Occur wrong director phone face manager rule on herself remain.,Sensor Malfunction,20.0,Open
INC-05438,SITE-002,-4.03236,39.687863,2026-07-29,Near Miss,Low,87.4,Exist ten deal piece career space step attention suddenly.,Operator Error,4.8,Open
INC-04203,SITE-002,-4.062308,39.684464,2026-05-09,Equipment Failure,Critical,38.2,Positive job man check natural executive for consumer year people more professional wait none approach civil dinner able.,Third-party Damage,1.8,Closed
INC-05742,SITE-006,0.054134,284.566344,2025-02-20,Leak,Critical,69.0,Federal Mrs least what condition travel bed know detail wear interest herself too ever prevent performance voice artist.,Valve Failure,25.9,Closed
INC-03769,SITE-004,-0.288727,36.096236,2025-04-10T00:00:00Z,Equipment Failure,High,72.7,Positive authority page result power easy training check trade him really.,Sensor Malfunction,2.5,Open
INC-02724,SITE-004,-0.282291,36.108061,2023-11-16,Leak,Low,87.8,Often rate American wonder far only food star financial where figure site court.,Operator Error,4.5,Open
INC-03777,SITE-004,-0.280784,36.052321,2025-10-18,Leak,Medium,65.8,Drug the certainly method where at two talk consumer space wrong.,Corrosion,21.3,Open
INC-00090,SITE-005,0.489078,35.253347,2026-04-24,Equipment Failure,High,60.7,Threat result manage me somebody newspaper unit thousand notice meeting quite everybody produce truth modern.,Third-party Damage,3.2,Closed
INC-00013,SITE-002,-4.03885,39.686979,17-Oct-2023,Near Miss,Low,77.8,Common example say budget dinner during writer hand most action former give.,Corrosion,6.8,Open
INC-00622,SITE-004,-0.328406,36.060097,2026-02-07,Fire,High,74.0,Artist result ever tax.,,4.1,Closed
INC-01880,SITE-003,-2.315871,37.875078,2024-07-27,Spill,Low,85.5,Everybody seat number take maintain cultural interview base force tree identify forget.,Operator Error,2.2,Open
INC-00446,SITE-003,-2.261168,37.832472,2023-08-23,Leak,,53.2,Moment from policy and newspaper ok everyone research support act open.,Material Fatigue,1.6,Closed
INC-03670,SITE-005,0.530261,35.279629,2024-12-29,Equipment Failure,Medium,76.4,Out little itself child.,Operator Error,4.7,Under Investigation
INC-00842,SITE-001,-1.274378,36.808058,2024-01-14,Near Miss,Medium,69.9,Style lose performance surface heavy arm race only.,Sensor Malfunction,6.3,Open
INC-00603,SITE-007,-0.088708,34.749794,2024-12-12,Equipment Failure,Medium,64.2,Direction item federal laugh rich lead oil worry collection system group eat.,Third-party Damage,11.2,Open
INC-04125,SITE-004,-0.330419,36.101105,2026-06-16,EQUIPMENT FAILURE,Low,90.9,Option radio else art long treat.,Valve Failure,0.8,Open
INC-04546,SITE-005,0.503537,35.289946,2024-02-05,Equipment Failure,Critical,35.5,Investment skin bit result firm ready movie turn mouth whatever.,Operator Error,0.5,Closed
INC-00776,SITE-006,0.069888,35.435545,2026-04-21,Spill,High,55.1,Sometimes campaign beautiful leader term change population much.,Operator Error,7.9,Open
INC-01726,SITE-003,-2.31936,37.831212,2024-11-14,Leak,Medium,65.9,Who third before several speak no organization hit.,Sensor Malfunction,6.9,Under Investigation
INC-04745,SITE-007,-0.131761,34.733785,2026-01-21,NEAR MISS,Medium,71.1,Through myself just case board so little program investment sea agreement.,Corrosion,9.8,Under Investigation
INC-00208,SITE-006,0.064236,35.437264,2024-07-23,Spill,High,64.1,Medical go hundred green listen summer similar party so bit under quality.,Material Fatigue,2.7,Closed
INC-00450,SITE-004,-0.313536,36.059345,2024-04-15T00:00:00Z,Spill,Med,73.7,Recognize item wall future for their outside sound of.,Material Fatigue,5.6,Open
INC-03351,SITE-003,-2.273877,37.823734,2025-07-26,Leak,Medium,79.2,Court deal her heavy.,Corrosion,6.4,Under Investigation
INC-05793,SITE-005,0.540256,35.244859,09-Nov-2024,Fire,Medium,76.1,Good suggest head road speak answer cold family region.,Corrosion,4.6,Closed
INC-05672,SITE-006,0.055934,35.46231,2023-11-18,Leak,HIGH,55.0,Move across long drug computer focus lose media.,Third-party Damage,13.5,Under Investigation
INC-05618,SITE-006,0.019027,35.426171,2025-01-08,Spill,Critical,64.3,How current him five fact pretty manager performance ask issue live market plan high range.,Valve Failure,3.0,Under Investigation
INC-03678,SITE-007,-0.13123,34.746595,2026-03-25,Near Miss,Critical,45.7,Yet visit go deep least quickly woman parent democratic case social community.,Material Fatigue,18.0,Closed
INC-00356,SITE-002,-4.069719,39.694624,2025-11-28,Equipment Failure,Low,89.9,Science control modern hair but plan.,Third-party Damage,3.3,Closed
