audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-00703,SITE-007,07/01/2024,2024-07-10,77.3,Maintenance Backlog,Gas training rate response she improve thing former size oil decision opportunity travel mother item rich vote factor structure hot.,,Dominique Moore,Closed
AUD-02238,SITE-007,2026-05-13,18/05/2026,94.3,Maintenance Backlog,Station environmental option marriage although lose dog account camera agent audience ability special and member learn.,Conference value mouth show area role.,Austin Wright,Closed
AUD-01881,SITE-001,28-May-2025,2025-06-18T00:00:00Z,100.0,Leak Detection,Reach sense fill message population look help treatment process heart nothing account sign.,Purpose camera imagine PM experience establish born.,Amanda Noble,Closed
AUD-00999,SITE-003,2024-07-16,2024-08-06,55.0,Documentation,Both parent probably behind least see rock thousand deal owner song personal political receive need appear run state paper.,Great population economy project himself safe.,David Wilson,Closed
AUD-01252,SITE-001,2024-05-19,05/29/2024,87.5,Documentation,Others how enter few us cause law customer way four ok why.,Difference as practice ok none fear look blue baby.,Peter Brown,Closed
AUD-01377,SITE-004,2025-01-29,24/02/2025,73.8,Emergency Response,Director present allow call ten we style manager attorney car road tough something term so require sing choice speak year husband evidence.,,Linda Torres,Closed
AUD-01754,SITE-001,2026-02-26,2026-03-09,88.1,Personnel Training,Animal hit current foreign fear blood thousand trial behavior nearly size foot table step idea red event dog.,Three couple fly whole.,Sophia Bowman,Closed
AUD-02255,SITE-004,2026-01-25,2026-02-24,83.9,Emergency Response,Carry writer believe subject beautiful race save not save rock billion month democratic study particular dog which about indicate west certainly task.,Week business media gun model really follow party.,Marissa Sanders,Closed
AUD-02739,SITE-003,2026-05-30,,54.4,Personnel Training,Production doctor window area consumer everything knowledge effort cut democratic ability north go blue reveal free see whether.,Environmental trip really participant herself.,Levi Weeks,In Progress
AUD-00573,SITE-001,2025-08-14,2025-08-26,100.0,Containment Integrity,Likely mind on camera bit Mrs use data indicate too source exist hope huge.,Loss agency war responsibility book artist again land cover attention unit reflect body contain.,Shawn Anderson,Closed
AUD-01934,SITE-001,2025-04-29,2025-05-18,84.2,Personnel Training,View room feeling ten remember likely us sit career news.,Vote better effort available year raise particular cover evidence turn set exactly door.,Peter Campbell,Closed
AUD-01171,SITE-005,2025-01-31,2025-02-05,100.0,Documentation,Do financial more I large agree court simple quite your lose.,,Patrick Rowland,Closed
AUD-01394,SITE-005,2024-03-15,2024-04-11T00:00:00Z,80.5,Containment Integrity,Short new character recent art purpose member address continue.,Stay personal site off close time turn range phone any.,Maria Pierce,Closed
AUD-01597,SITE-001,2026-06-06,2026-06-23,82.1,Maintenance Backlog,Well collection reduce state boy summer a artist dark memory time down seat suggest second.,,Monique Bailey,Closed
AUD-02486,SITE-006,2026-06-08,2026-05-26,37.4,Environmental Monitoring,Near subject understand leg expert to after course member positive.,Actually note information size line player.,Louis Jones,Closed
AUD-02732,SITE-003,2024-04-27,,54.4,Documentation,Owner eye weight hand opportunity thought teacher myself talk happy according thousand environment go soon here around yeah east thought fish difference continue.,Miss response watch animal best home news book popular learn brother boy once.,Lindsay Barr MD,In Progress
AUD-02201,SITE-002,2024-07-20,2024-08-10,81.5,Emergency Response,Trade soldier him attack attack Mrs according hot early accept list Congress.,Pm he reason question free federal enter practice letter.,Michael Medina,Closed
AUD-00730,SITE-003,2025-12-07,,32.7,Maintenance Backlog,Above personal maintain decision blue discover past other goal offer voice quite even director listen sometimes man among fast.,Both identify through choice candidate.,Tammy Franco,In Progress
AUD-01717,SITE-007,2026-08-18,,99.2,Safety Equipment,Long baby professional have describe style station morning term scientist moment approach media land drive notice.,Against country also effort hit speak.,William Yates,Open
AUD-00447,SITE-001,2025-03-05,2025-03-31,64.1,Documentation,Care fire professor bag plan current relate let right huge fact.,,Julia Foster,Closed
AUD-02445,SITE-002,2026-02-22,,87.9,Safety Equipment,Boy memory service culture son room.,Real star according same government receive north enough change.,Michael Robinson,In Progress
AUD-01409,SITE-005,2025-10-27,2025-11-06,70.9,Emergency Response,Give social lot drop article collection.,Reason fine spring beat left stuff character production say.,Lisa Watts,Closed
AUD-01396,SITE-004,2026-02-03,,72.5,Maintenance Backlog,Level soon speech best law central send billion perform.,,Kenneth Morgan,Open
AUD-00546,SITE-001,2025-04-15,2025-05-03,89.4,Emergency Response,Foot hundred kind four economic throughout ahead decision difficult do bar home generation life dark data add night million trial certain might region.,Out six according remember month line training.,John Cummings,Closed
AUD-02108,SITE-002,2026-04-25,,66.2,Environmental Monitoring,Contain employee produce tough to structure argue computer maintain usually.,Agreement throw local particularly loss skin only oil during candidate forget.,William Greene,Open
AUD-02762,SITE-007,2024-07-17,2024-08-09,84.6,Leak Detection,Language art market along type piece live.,Once reach decision much new either contain.,Christina Lawrence,Closed
AUD-01294,SITE-004,2025-03-17,,63.7,Leak Detection,Lawyer training south media standard garden record practice beyond challenge industry matter run phone young sense.,,Steven Coleman,Open
AUD-02788,SITE-002,2025-01-27,,94.2,Leak Detection,Require lead paper charge ok someone movie imagine after statement well source peace the want between lead with full read play serve wife strong most series before thought.,,Jeremy Caldwell,In Progress
AUD-01486,SITE-001,2024-02-05,2024-02-16,97.3,Containment Integrity,Road human local too before them allow him nor guess should deep.,,Samuel Gibbs,Closed
AUD-01887,SITE-002,2025-01-02,2025-01-25,81.2,Personnel Training,Scientist outside past someone green about approach allow.,Wonder reason morning half thus radio number low grow interview street summer audience.,Francisco Roberts,Closed
AUD-00058,SITE-001,2024-10-06,,73.8,Environmental Monitoring,Anything magazine identify later now magazine could there ground happen option every challenge second compare entire decision determine room suffer.,,Jill Bailey,In Progress
AUD-01479,SITE-001,2024-06-06,2024-06-24T00:00:00Z,68.2,Safety Equipment,Occur behavior painting son same also police he.,,Daniel Day,Closed
AUD-02141,SITE-002,2024-03-24,2024-03-30,90.4,Maintenance Backlog,Institution your above many draw three maybe current road develop prevent.,,Michelle Gutierrez,Closed
AUD-02230,SITE-002,2024-07-19,2024-08-15,80.0,Documentation,Wonder relate argue that operation ball alone strategy important form necessary indicate.,Wrong time change American toward instead Congress involve travel return wear success.,Angela Johnson,Closed
AUD-01538,SITE-004,2026-05-20,2026-06-05,79.8,Environmental Monitoring,Cover professor around commercial summer worker treat environment around everything.,,Kathryn Lopez,Closed
AUD-00831,SITE-002,2025-08-17,,82.2,Containment Integrity,Offer bit full plant player similar response south.,Key majority campaign that tree mission.,Kimberly Lee,In Progress
AUD-02986,SITE-007,2026-05-06,2026-05-14,78.8,Personnel Training,Law government identify wrong grow consider join back less artist win yet receive yes story rise finally bad past security.,,Julie Greer DDS,Closed
AUD-01753,SITE-005,2026-01-21,2025-12-30,70.8,Maintenance Backlog,Represent system threat Democrat outside interest alone ok improve rise late sit court president happy task teach nice number.,Ability fear any product town our.,Nathaniel Benson,Closed
AUD-00089,SITE-003,2026-02-23,,80.5,Containment Integrity,Market wall career pass give store local allow card father.,Across hear budget trouble join people every road wide news number hear hair foreign picture road.,Victor Thomas,In Progress
AUD-00525,SITE-004,2024-09-27,2024-10-04,93.1,Documentation,Economy rather hotel child civil positive hotel low education work place deep.,Source food approach.,Patrick Martin,Closed
AUD-02628,SITE-003,2025-09-02,,66.6,Safety Equipment,Describe various build director Democrat bad tree able likely high let politics we PM.,Say human education article everyone middle rule.,Daniel Barnes,In Progress
AUD-02120,SITE-005,2026-01-29,,66.0,Leak Detection,Local list writer most until consider through claim look the number environmental positive.,Seem one shake investment do summer tend enter not discussion deal free mouth lawyer.,Zachary Baker,In Progress
AUD-01208,SITE-007,2026-01-21,2026-02-01,81.5,Containment Integrity,Measure instead partner I remember close improve another teach peace his.,So happy experience matter feel start wide mission many Republican expect professional.,Zachary Mills,Closed
AUD-02756,SITE-006,2026-05-31,,76.8,Documentation,If himself establish ahead network from series responsibility one ahead leg mean where raise prevent board site enter especially shoulder.,Who read quickly summer sell six them test southern.,Andrea Davis,Open
AUD-02394,SITE-002,2025-01-19,,90.1,Emergency Response,Win structure tax team executive also year above.,Among all look he teach.,Nathan Perry,In Progress
AUD-02167,SITE-004,2024-06-18,2024-07-15,100.0,Documentation,Environmental raise my fall but often environmental benefit last force well.,Doctor let civil discover professional all.,Ryan Moore,Closed
AUD-02883,SITE-006,18-Apr-2026,,73.3,Safety Equipment,Figure position girl really he order he for system baby guy movie peace involve act table.,Cold executive bad manage audience air now kind smile agreement single treatment guy.,Kim Stewart,In Progress
AUD-02137,SITE-002,2025-09-30,2025-10-06,91.9,Containment Integrity,Pretty student around else man magazine heavy manage church who phone responsibility fall free us.,Garden civil trade use race war.,Austin Carter,Closed
AUD-00007,SITE-002,2025-03-15,2025-04-01,86.6,Maintenance Backlog,Light apply party direction deep keep decade world fire check once.,,Chelsea Wyatt,Closed
AUD-02950,SITE-006,03/30/2025,21-Apr-2025,81.3,Safety Equipment,Window great right old partner join gas road current industry water or play.,Wall trouble religious state.,Krystal Willis,Closed
AUD-02964,SITE-001,2024-11-23,,91.0,Environmental Monitoring,Really seven book admit strong prevent small certainly magazine.,Might another bed cut ten reflect.,Sarah Johnson,In Progress
