id,program_id,region,resource_type,allocated_amount,unit,period_start,period_end,source,status,priority_score,rationale
ALLOC-aece412e,PROG-4f9acb42,Eldoret,training_capacity,72,seats,2026-05-15,2026-09-09,ml_recommended,approved,35.45,Illo dicta accusamus provident ullam mollitia quas nam.
ALLOC-6695e007,PROG-4f9acb42,Eldoret,budget,1115876,KES,2026-05-15,2026-09-09,manual,approved,,
ALLOC-b9f71f92,PROG-4f9acb42,Eldoret,field_officer,5,officers,2026-01-12,2026-03-22,manual,approved,,
ALLOC-86a96734,PROG-4f9acb42,Eldoret,training_capacity,37,seats,2026-01-12,2026-03-22,manual,approved,,
ALLOC-26efeb2b,PROG-4f9acb42,Eldoret,budget,852018,KES,2026-01-12,2026-03-22,ml_recommended,pending,28.9,Expedita vitae eius non deserunt ut nemo ea illum autem.
ALLOC-64983a89,PROG-02a826e9,Kiambu,field_officer,4,officers,2025-05-13,2025-07-20,manual,approved,,
ALLOC-bd5b6dbc,PROG-02a826e9,Kiambu,training_capacity,63,seats,2025-05-13,2025-07-20,manual,approved,,
ALLOC-7c0e550b,PROG-02a826e9,Kiambu,budget,428808,KES,2025-05-13,2025-07-20,ml_recommended,approved,62.81,Magnam excepturi blanditiis maiores ducimus.
ALLOC-4576d8a7,PROG-02a826e9,Kiambu,budget,1897204,KES,2025-01-20,2025-04-26,manual,approved,,
ALLOC-f7653e38,PROG-37fd8080,Kiambu,field_officer,1,officers,2026-03-17,2026-07-08,manual,approved,,
ALLOC-436a830f,PROG-37fd8080,Kiambu,budget,786389,KES,2026-03-17,2026-07-08,manual,approved,,
ALLOC-6cf43fb4,PROG-37fd8080,Kiambu,training_capacity,80,seats,2024-11-23,2025-02-17,manual,approved,,
ALLOC-aff21a15,PROG-37fd8080,Kiambu,budget,992752,KES,2024-11-23,2025-02-17,manual,approved,,
ALLOC-d6eb0c3e,PROG-5eed137e,Kiambu,field_officer,1,officers,2025-12-09,2026-03-30,manual,approved,,
ALLOC-be98a547,PROG-5eed137e,Kiambu,training_capacity,91,seats,2025-12-09,2026-03-30,ml_recommended,approved,48.46,Repellat nemo possimus vitae natus quo quidem vero itaque itaque.
ALLOC-37c76391,PROG-5eed137e,Kiambu,budget,851631,KES,2025-12-09,2026-03-30,manual,approved,,
ALLOC-2cce7e5f,PROG-5eed137e,Kiambu,field_officer,3,officers,2025-06-26,2025-08-30,manual,approved,,
ALLOC-60ae3ecc,PROG-5eed137e,Kiambu,training_capacity,93,seats,2025-06-26,2025-08-30,manual,approved,,
ALLOC-cd66f6b6,PROG-5eed137e,Kiambu,budget,1053870,KES,2025-06-26,2025-08-30,manual,approved,,
ALLOC-d0118c97,PROG-5eed137e,Kiambu,training_capacity,67,seats,2024-01-21,2024-05-15,manual,approved,,
ALLOC-3aaf34b5,PROG-5eed137e,Kiambu,field_officer,4,officers,2023-09-03,2023-12-27,ml_recommended,approved,22.29,Similique laboriosam ducimus fugit ratione dolore praesentium reiciendis impedit explicabo.
ALLOC-87780aaa,PROG-5eed137e,Kiambu,training_capacity,54,seats,2023-09-03,2023-12-27,manual,approved,,
ALLOC-80c6de8a,PROG-5eed137e,Kiambu,budget,1306343,KES,2023-09-03,2023-12-27,ml_recommended,approved,25.67,Ab rerum dolorum at perferendis reprehenderit asperiores ut labore explicabo.
ALLOC-3f9de742,PROG-5eed137e,Kiambu,training_capacity,66,seats,2026-02-19,2026-05-11,ml_recommended,pending,45.59,Eaque veniam placeat tenetur libero dicta quasi sit dignissimos dicta.
ALLOC-bc2933dc,PROG-5eed137e,Kiambu,budget,866658,KES,2026-02-19,2026-05-11,manual,approved,,
ALLOC-c34e2591,PROG-e9384c4f,Kiambu,training_capacity,62,seats,2025-04-25,2025-08-08,manual,approved,,
ALLOC-41df9366,PROG-e9384c4f,Kiambu,budget,1103473,KES,2025-04-25,2025-08-08,manual,approved,,
ALLOC-e1dddd8d,PROG-ff2c588f,Machakos,training_capacity,74,seats,2024-11-24,2025-02-14,manual,approved,,
ALLOC-9737853f,PROG-ff2c588f,Machakos,budget,823992,KES,2024-11-24,2025-02-14,manual,approved,,
ALLOC-5550ae08,PROG-ff2c588f,Machakos,training_capacity,88,seats,2025-05-28,2025-08-29,manual,approved,,
ALLOC-480c9e83,PROG-ff2c588f,Machakos,budget,712922,KES,2025-05-28,2025-08-29,manual,approved,,
ALLOC-aea04d3c,PROG-ff2c588f,Machakos,field_officer,1,officers,2025-01-11,2025-05-02,manual,approved,,
ALLOC-d312ed80,PROG-ff2c588f,Machakos,budget,919320,KES,2025-01-11,2025-05-02,ml_recommended,pending,86.96,Saepe explicabo quod blanditiis aspernatur veritatis laudantium.
ALLOC-bc57ddc9,PROG-1f8ed400,Machakos,field_officer,2,officers,2026-04-15,2026-07-01,manual,approved,,
ALLOC-db5b3f04,PROG-1f8ed400,Machakos,budget,1415493,KES,2026-04-15,2026-07-01,manual,approved,,
ALLOC-dfbce686,PROG-1f8ed400,Machakos,field_officer,2,officers,2026-05-01,2026-08-12,manual,approved,,
ALLOC-58241889,PROG-1f8ed400,Machakos,training_capacity,22,seats,2026-05-01,2026-08-12,manual,approved,,
ALLOC-d8ce94e3,PROG-1f8ed400,Machakos,budget,1928283,KES,2026-05-01,2026-08-12,ml_recommended,approved,56.37,Quisquam molestiae aliquam laboriosam.
ALLOC-b7637264,PROG-483dea91,Machakos,field_officer,3,officers,2026-02-17,2026-05-25,manual,approved,,
ALLOC-57edda35,PROG-483dea91,Machakos,training_capacity,87,seats,2026-02-17,2026-05-25,ml_recommended,approved,41.29,Et tempore sunt nemo eius delectus quisquam maiores id quibusdam consectetur.
ALLOC-5b8004c6,PROG-483dea91,Machakos,budget,1755383,KES,2026-02-17,2026-05-25,manual,approved,,
ALLOC-a2167a9a,PROG-483dea91,Machakos,field_officer,3,officers,2025-12-02,2026-02-14,ml_recommended,pending,44.72,Reiciendis laboriosam molestiae magnam hic placeat cupiditate voluptate praesentium itaque.
ALLOC-2f3dca34,PROG-483dea91,Machakos,training_capacity,41,seats,2025-12-02,2026-02-14,manual,approved,,
ALLOC-b72c5f4b,PROG-483dea91,Machakos,budget,1222640,KES,2025-12-02,2026-02-14,manual,approved,,
ALLOC-76c18434,PROG-483dea91,Machakos,field_officer,3,officers,2025-10-12,2025-12-26,manual,approved,,
ALLOC-a9ce9bac,PROG-483dea91,Machakos,training_capacity,67,seats,2025-10-12,2025-12-26,manual,approved,,
ALLOC-1a977d9c,PROG-483dea91,Machakos,budget,172748,KES,2025-10-12,2025-12-26,manual,approved,,
ALLOC-d2f9aeaf,PROG-c518bee3,Machakos,field_officer,2,officers,2025-12-06,2026-02-27,manual,approved,,
ALLOC-61a7d4dc,PROG-c518bee3,Machakos,training_capacity,23,seats,2025-12-06,2026-02-27,manual,approved,,
ALLOC-5f8aeeb7,PROG-c518bee3,Machakos,budget,404892,KES,2025-12-06,2026-02-27,ml_recommended,rejected,30.92,Accusamus distinctio neque eveniet.
ALLOC-2bb36c6c,PROG-c518bee3,Machakos,training_capacity,57,seats,2026-05-07,2026-08-09,manual,approved,,
ALLOC-f46ad64f,PROG-c518bee3,Machakos,budget,1681591,KES,2026-05-07,2026-08-09,ml_recommended,approved,30.3,Similique deleniti ea earum vero exercitationem delectus incidunt in quibusdam facilis.
ALLOC-5a8155cc,PROG-c518bee3,Machakos,training_capacity,34,seats,2026-03-23,2026-07-07,manual,approved,,
ALLOC-0febb29d,PROG-c518bee3,Machakos,field_officer,3,officers,2025-12-04,2026-03-17,manual,approved,,
ALLOC-8d10e7fc,PROG-c518bee3,Machakos,training_capacity,48,seats,2025-12-04,2026-03-17,manual,approved,,
ALLOC-d7156e40,PROG-c518bee3,Machakos,budget,215413,KES,2025-12-04,2026-03-17,manual,approved,,
ALLOC-4093d093,PROG-4986a661,Machakos,field_officer,3,officers,2026-03-14,2026-06-15,manual,approved,,
ALLOC-e16135ad,PROG-4986a661,Machakos,training_capacity,77,seats,2026-03-14,2026-06-15,manual,approved,,
ALLOC-e38ee172,PROG-4986a661,Machakos,field_officer,3,officers,2026-02-06,2026-05-02,manual,approved,,
ALLOC-43b35d7e,PROG-4986a661,Machakos,training_capacity,27,seats,2026-02-06,2026-05-02,ml_recommended,approved,30.36,Eius debitis consectetur nemo dolorem aut earum doloremque.
ALLOC-49dc00ad,PROG-4986a661,Machakos,field_officer,3,officers,2025-11-25,2026-02-17,manual,approved,,
ALLOC-1d6647cd,PROG-4986a661,Machakos,training_capacity,77,seats,2025-11-25,2026-02-17,ml_recommended,pending,70.95,Sequi deserunt reiciendis qui labore ab in consequatur tempora.
ALLOC-cbc5a0eb,PROG-4986a661,Machakos,budget,971596,KES,2025-11-25,2026-02-17,ml_recommended,pending,76.4,Maxime quam quos error natus necessitatibus id porro animi repellendus labore.
ALLOC-573f56c1,PROG-4132bd2d,Kajiado,field_officer,5,officers,2026-05-24,2026-09-18,manual,approved,,
ALLOC-fb51b76f,PROG-4132bd2d,Kajiado,training_capacity,58,seats,2026-05-24,2026-09-18,manual,approved,,
ALLOC-d50ba3e0,PROG-4132bd2d,Kajiado,training_capacity,68,seats,2026-05-21,2026-07-24,manual,approved,,
ALLOC-07cbb152,PROG-4132bd2d,Kajiado,budget,673212,KES,2026-05-21,2026-07-24,manual,approved,,
ALLOC-9ef3431e,PROG-4132bd2d,Kajiado,budget,490083,KES,2026-05-23,2026-08-20,ml_recommended,pending,54.34,Atque quia ea facere nam repellat exercitationem illum expedita perspiciatis non.
ALLOC-f13723f6,PROG-4132bd2d,Kajiado,field_officer,5,officers,2026-05-25,2026-09-14,manual,approved,,
ALLOC-0d98cf43,PROG-4132bd2d,Kajiado,training_capacity,79,seats,2026-05-25,2026-09-14,manual,approved,,
ALLOC-969a7fb1,PROG-4132bd2d,Kajiado,field_officer,4,officers,2026-05-20,2026-08-04,manual,approved,,
ALLOC-f9ec9ac1,PROG-4132bd2d,Kajiado,training_capacity,56,seats,2026-05-20,2026-08-04,manual,approved,,
ALLOC-0c4e6280,PROG-4132bd2d,Kajiado,budget,1542511,KES,2026-05-20,2026-08-04,manual,approved,,
ALLOC-27a3adf4,PROG-ddf8fbd0,Kajiado,field_officer,1,officers,2024-06-24,2024-10-10,manual,approved,,
ALLOC-55e8069c,PROG-ddf8fbd0,Kajiado,training_capacity,81,seats,2024-06-24,2024-10-10,manual,approved,,
ALLOC-7fe7a97e,PROG-ddf8fbd0,Kajiado,field_officer,1,officers,2025-11-27,2026-03-10,manual,approved,,
ALLOC-789447d7,PROG-ddf8fbd0,Kajiado,budget,644288,KES,2025-11-27,2026-03-10,manual,approved,,
ALLOC-c5f49080,PROG-6e13fa05,Kajiado,field_officer,2,officers,2025-09-21,2025-12-10,manual,approved,,
ALLOC-79d56d1c,PROG-6e13fa05,Kajiado,training_capacity,66,seats,2025-09-21,2025-12-10,manual,approved,,
ALLOC-ba137be4,PROG-6e13fa05,Kajiado,field_officer,5,officers,2026-01-07,2026-03-11,manual,approved,,
ALLOC-873a1199,PROG-6e13fa05,Kajiado,training_capacity,44,seats,2026-01-07,2026-03-11,ml_recommended,pending,26.62,Nemo officiis cupiditate quos explicabo perferendis laborum qui suscipit fugit.
ALLOC-0a89919f,PROG-de40b141,Kajiado,budget,1563743,KES,2026-01-26,2026-05-18,manual,approved,,
ALLOC-7868b9ba,PROG-de40b141,Kajiado,field_officer,2,officers,2025-12-01,2026-03-05,manual,approved,,
ALLOC-f07f21c9,PROG-de40b141,Kajiado,training_capacity,67,seats,2025-12-01,2026-03-05,ml_recommended,approved,84.46,Iure vero sit odit unde in nostrum.
ALLOC-b83f1910,PROG-de40b141,Kajiado,budget,556919,KES,2025-12-01,2026-03-05,manual,approved,,
ALLOC-83ddc129,PROG-de40b141,Kajiado,field_officer,5,officers,2026-01-02,2026-04-25,manual,approved,,
ALLOC-e0ceb5dc,PROG-de40b141,Kajiado,budget,1215885,KES,2026-01-02,2026-04-25,manual,approved,,
ALLOC-52c14162,PROG-de40b141,Kajiado,training_capacity,29,seats,2026-05-05,2026-08-21,manual,approved,,
ALLOC-f974acff,PROG-de40b141,Kajiado,budget,136447,KES,2026-05-05,2026-08-21,manual,approved,,
ALLOC-f4071792,PROG-dd577742,Meru,field_officer,4,officers,2026-03-15,2026-06-06,ml_recommended,approved,73.45,Sed architecto cum dolorem et eos eaque officia.
ALLOC-026d1fcb,PROG-dd577742,Meru,training_capacity,58,seats,2026-03-15,2026-06-06,manual,approved,,
ALLOC-2f78ebc0,PROG-dd577742,Meru,training_capacity,49,seats,2024-11-20,2025-01-27,manual,approved,,
ALLOC-3222cfd9,PROG-dd577742,Meru,budget,264846,KES,2024-11-20,2025-01-27,manual,approved,,
ALLOC-c957bc8f,PROG-dd577742,Meru,field_officer,4,officers,2024-07-30,2024-10-02,ml_recommended,pending,27.55,Suscipit quos vel quibusdam maxime ipsum cumque.
ALLOC-8b3c67ab,PROG-dd577742,Meru,budget,224288,KES,2024-07-30,2024-10-02,manual,approved,,
ALLOC-8e9b5a02,PROG-dd577742,Meru,field_officer,1,officers,2024-12-22,2025-02-22,ml_recommended,approved,84.41,Commodi doloremque dolorum quia.
ALLOC-5c4d09fb,PROG-dd577742,Meru,training_capacity,45,seats,2024-12-22,2025-02-22,manual,approved,,
ALLOC-c71779f5,PROG-dd577742,Meru,budget,290378,KES,2024-12-22,2025-02-22,manual,approved,,
ALLOC-b0d4aabd,PROG-54050097,Meru,field_officer,5,officers,2026-02-14,2026-05-07,ml_recommended,approved,55.34,Distinctio id atque vel labore.
ALLOC-59f4b6d5,PROG-54050097,Meru,training_capacity,94,seats,2026-02-14,2026-05-07,ml_recommended,approved,70.11,Ad id quisquam assumenda ea.
ALLOC-6dae87ac,PROG-54050097,Meru,training_capacity,32,seats,2024-12-23,2025-04-19,ml_recommended,rejected,79.59,Assumenda ut harum dolorem qui ipsam.
ALLOC-49450792,PROG-54050097,Meru,budget,1564090,KES,2024-12-23,2025-04-19,manual,approved,,
ALLOC-00683621,PROG-54050097,Meru,training_capacity,65,seats,2025-09-24,2026-01-05,ml_recommended,approved,56.0,Consectetur saepe adipisci optio similique eveniet.
ALLOC-0fe79f1f,PROG-54050097,Meru,budget,1696791,KES,2025-09-24,2026-01-05,ml_recommended,pending,27.72,Iusto sit vel molestias consequatur veniam molestiae nihil itaque.
ALLOC-54c31a02,PROG-54050097,Meru,budget,185162,KES,2024-11-17,2025-02-16,manual,approved,,
ALLOC-1f02c6c0,PROG-4cb533cf,Meru,field_officer,5,officers,2025-08-27,2025-11-19,manual,approved,,
ALLOC-6a4931c6,PROG-4cb533cf,Meru,training_capacity,76,seats,2025-08-27,2025-11-19,manual,approved,,
ALLOC-042a201b,PROG-4cb533cf,Meru,budget,1893831,KES,2025-08-27,2025-11-19,manual,approved,,
ALLOC-9a9b1e8b,PROG-4cb533cf,Meru,training_capacity,67,seats,2025-08-03,2025-11-28,manual,approved,,
ALLOC-f8875e33,PROG-4cb533cf,Meru,field_officer,4,officers,2026-03-07,2026-06-18,manual,approved,,
ALLOC-e2b3bfd6,PROG-4cb533cf,Meru,training_capacity,35,seats,2026-03-07,2026-06-18,manual,approved,,
ALLOC-9c872732,PROG-4cb533cf,Meru,budget,1338488,KES,2026-03-07,2026-06-18,ml_recommended,approved,82.47,Ipsa odit modi tenetur laboriosam dolorem at est impedit culpa.
ALLOC-00ec30ce,PROG-4cb533cf,Meru,field_officer,2,officers,2025-09-23,2025-11-26,manual,approved,,
ALLOC-1aed7991,PROG-4cb533cf,Meru,training_capacity,71,seats,2025-09-23,2025-11-26,manual,approved,,
ALLOC-cf71dace,PROG-4cb533cf,Meru,budget,1686082,KES,2026-03-11,2026-05-27,ml_recommended,approved,48.02,A repellendus sed exercitationem.
ALLOC-e0115d14,PROG-c61e9529,Meru,budget,409065,KES,2026-04-20,2026-07-27,ml_recommended,pending,37.55,Modi porro laudantium quidem error quisquam reiciendis nisi reiciendis.
ALLOC-26b20376,PROG-c61e9529,Meru,field_officer,2,officers,2026-03-29,2026-06-11,manual,approved,,
ALLOC-e2d3097d,PROG-c61e9529,Meru,field_officer,2,officers,2026-03-29,2026-07-10,manual,approved,,
ALLOC-e1f083da,PROG-c61e9529,Meru,training_capacity,39,seats,2026-03-29,2026-07-10,manual,approved,,
ALLOC-e8f8c95e,PROG-c61e9529,Meru,budget,1694195,KES,2026-03-29,2026-07-10,manual,approved,,
ALLOC-1f4108c8,PROG-c61e9529,Meru,budget,1488510,KES,2026-05-01,2026-08-02,manual,approved,,
ALLOC-7935a147,PROG-c61e9529,Meru,field_officer,5,officers,2026-03-30,2026-06-14,manual,approved,,
ALLOC-0da0af90,PROG-c61e9529,Meru,budget,1002627,KES,2026-03-30,2026-06-14,ml_recommended,pending,51.51,Fugiat illum natus hic cum qui harum fugiat ea in.
ALLOC-d1e81ea1,PROG-74e9906c,Meru,field_officer,2,officers,2026-01-22,2026-04-21,manual,approved,,
ALLOC-894d0ce5,PROG-74e9906c,Meru,budget,1580713,KES,2026-01-22,2026-04-21,manual,approved,,
ALLOC-6698ddd2,PROG-74e9906c,Meru,field_officer,4,officers,2026-01-16,2026-03-25,manual,approved,,
ALLOC-3bce144d,PROG-74e9906c,Meru,training_capacity,82,seats,2026-01-16,2026-03-25,manual,approved,,
ALLOC-347148f4,PROG-74e9906c,Meru,budget,1300011,KES,2026-01-16,2026-03-25,manual,approved,,
ALLOC-50c68b54,PROG-74e9906c,Meru,field_officer,1,officers,2026-03-24,2026-07-16,manual,approved,,
ALLOC-e9f1168a,PROG-74e9906c,Meru,training_capacity,68,seats,2026-03-24,2026-07-16,manual,approved,,
ALLOC-3d353590,PROG-74e9906c,Meru,budget,696508,KES,2026-03-24,2026-07-16,manual,approved,,
ALLOC-72a2dfb2,PROG-74e9906c,Meru,field_officer,3,officers,2025-06-24,2025-09-29,manual,approved,,
ALLOC-c141db2e,PROG-74e9906c,Meru,budget,1969281,KES,2025-06-24,2025-09-29,manual,approved,,
ALLOC-7ba53d5a,PROG-74e9906c,Meru,field_officer,3,officers,2025-12-21,2026-02-25,manual,approved,,
ALLOC-4b5dfeb2,PROG-74e9906c,Meru,training_capacity,51,seats,2025-12-21,2026-02-25,manual,approved,,
ALLOC-75fdcbd7,PROG-74e9906c,Meru,budget,1342628,KES,2025-12-21,2026-02-25,manual,approved,,
ALLOC-5a5397e3,PROG-7d9bc9c1,Nyeri,field_officer,1,officers,2024-10-27,2025-01-02,manual,approved,,
ALLOC-518dac70,PROG-7d9bc9c1,Nyeri,training_capacity,74,seats,2024-10-27,2025-01-02,manual,approved,,
ALLOC-1b48397c,PROG-7d9bc9c1,Nyeri,field_officer,5,officers,2024-09-18,2024-11-18,manual,approved,,
ALLOC-4a17728a,PROG-7d9bc9c1,Nyeri,training_capacity,93,seats,2024-09-18,2024-11-18,manual,approved,,
ALLOC-98dc7bb0,PROG-7d9bc9c1,Nyeri,budget,1795183,KES,2024-09-18,2024-11-18,manual,approved,,
ALLOC-71735f96,PROG-a0e0d78d,Nyeri,field_officer,3,officers,2025-10-20,2026-01-19,manual,approved,,
ALLOC-b752f3d0,PROG-a0e0d78d,Nyeri,training_capacity,75,seats,2025-10-20,2026-01-19,manual,approved,,
ALLOC-3e6ae412,PROG-a0e0d78d,Nyeri,budget,1750772,KES,2025-10-20,2026-01-19,manual,approved,,
ALLOC-58e14998,PROG-a0e0d78d,Nyeri,field_officer,1,officers,2026-05-12,2026-07-24,manual,approved,,
ALLOC-c8348b97,PROG-a0e0d78d,Nyeri,training_capacity,48,seats,2026-05-12,2026-07-24,manual,approved,,
ALLOC-2c1c5555,PROG-a0e0d78d,Nyeri,field_officer,1,officers,2025-02-15,2025-05-23,manual,approved,,
ALLOC-a932027b,PROG-a0e0d78d,Nyeri,training_capacity,74,seats,2025-02-15,2025-05-23,manual,approved,,
ALLOC-df59db3d,PROG-12e377cd,Kilifi,field_officer,5,officers,2025-08-03,2025-11-22,manual,approved,,
ALLOC-c87fae4c,PROG-12e377cd,Kilifi,training_capacity,52,seats,2025-08-03,2025-11-22,manual,approved,,
ALLOC-d95e4e1f,PROG-12e377cd,Kilifi,budget,1701054,KES,2025-08-03,2025-11-22,manual,approved,,
ALLOC-86f951bd,PROG-12e377cd,Kilifi,budget,546594,KES,2024-03-24,2024-07-02,manual,approved,,
ALLOC-11ecffbd,PROG-12e377cd,Kilifi,field_officer,5,officers,2026-04-04,2026-08-02,ml_recommended,rejected,83.48,Maxime reiciendis nostrum possimus earum officiis minus.
ALLOC-f56b5534,PROG-12e377cd,Kilifi,field_officer,4,officers,2024-05-05,2024-08-06,manual,approved,,
ALLOC-48a017ff,PROG-12e377cd,Kilifi,training_capacity,58,seats,2024-05-05,2024-08-06,ml_recommended,approved,80.21,Impedit sequi delectus enim odio nulla earum.
ALLOC-15640a11,PROG-ae147777,Kilifi,training_capacity,52,seats,2026-01-03,2026-03-21,manual,approved,,
ALLOC-e6ac4982,PROG-ae147777,Kilifi,budget,600135,KES,2026-01-03,2026-03-21,manual,approved,,
ALLOC-fd875bc9,PROG-ae147777,Kilifi,field_officer,3,officers,2025-05-22,2025-07-22,manual,approved,,
ALLOC-faeb03ba,PROG-ae147777,Kilifi,training_capacity,75,seats,2025-05-22,2025-07-22,manual,approved,,
ALLOC-e433e290,PROG-ae147777,Kilifi,field_officer,1,officers,2025-06-01,2025-08-10,manual,approved,,
ALLOC-a266c41a,PROG-ae147777,Kilifi,budget,469067,KES,2025-06-01,2025-08-10,manual,approved,,
ALLOC-d555b747,PROG-f051b9cf,Kilifi,field_officer,1,officers,2025-11-19,2026-03-09,manual,approved,,
ALLOC-a5c8916f,PROG-f051b9cf,Kilifi,training_capacity,28,seats,2025-11-19,2026-03-09,ml_recommended,approved,45.44,Laudantium eum corrupti voluptas ad voluptas eligendi commodi ipsa ab at.
ALLOC-5298b646,PROG-f051b9cf,Kilifi,budget,289386,KES,2025-11-19,2026-03-09,manual,approved,,
ALLOC-3bd542b9,PROG-f051b9cf,Kilifi,field_officer,5,officers,2024-11-30,2025-02-13,ml_recommended,approved,78.03,Laudantium exercitationem est reiciendis.
ALLOC-62cb9523,PROG-c4a7a0a8,Kilifi,field_officer,5,officers,2025-11-25,2026-03-21,manual,approved,,
ALLOC-fe705edc,PROG-c4a7a0a8,Kilifi,budget,1325420,KES,2025-11-25,2026-03-21,manual,approved,,
ALLOC-9bed5a8b,PROG-c4a7a0a8,Kilifi,field_officer,2,officers,2025-03-03,2025-06-30,manual,approved,,
ALLOC-d1be9810,PROG-c4a7a0a8,Kilifi,training_capacity,55,seats,2025-03-03,2025-06-30,manual,approved,,
ALLOC-d93264e5,PROG-c4a7a0a8,Kilifi,budget,1336231,KES,2025-03-03,2025-06-30,manual,approved,,
ALLOC-9f589cb9,PROG-c4a7a0a8,Kilifi,field_officer,1,officers,2026-01-02,2026-03-26,manual,approved,,
ALLOC-77e7a015,PROG-c4a7a0a8,Kilifi,training_capacity,51,seats,2026-01-02,2026-03-26,ml_recommended,rejected,85.59,Iure recusandae ex sapiente veritatis animi quod architecto.
ALLOC-966e2b32,PROG-c4a7a0a8,Kilifi,budget,1600871,KES,2026-01-02,2026-03-26,manual,approved,,
ALLOC-5b539514,PROG-c4a7a0a8,Kilifi,field_officer,5,officers,2025-05-16,2025-07-16,manual,approved,,
ALLOC-fa3dd3ae,PROG-36f507bd,Kilifi,field_officer,4,officers,2026-05-09,2026-07-23,manual,approved,,
ALLOC-81c298d2,PROG-36f507bd,Kilifi,budget,1803412,KES,2026-05-09,2026-07-23,manual,approved,,
ALLOC-00b2f9b2,PROG-36f507bd,Kilifi,field_officer,4,officers,2025-12-20,2026-04-14,manual,approved,,
ALLOC-071d766a,PROG-36f507bd,Kilifi,budget,635892,KES,2025-12-20,2026-04-14,manual,approved,,
ALLOC-94a55d12,PROG-6e2aa30e,Kakamega,training_capacity,76,seats,2026-05-01,2026-07-13,manual,approved,,
ALLOC-5a6aad2b,PROG-6e2aa30e,Kakamega,training_capacity,30,seats,2026-05-23,2026-08-17,ml_recommended,rejected,52.98,Delectus tempore dolorum fugit accusamus voluptate quaerat harum voluptate.
ALLOC-86222f79,PROG-6e2aa30e,Kakamega,budget,1864047,KES,2026-05-23,2026-08-17,manual,approved,,
ALLOC-5caab725,PROG-6e2aa30e,Kakamega,training_capacity,40,seats,2026-05-09,2026-09-02,manual,approved,,
ALLOC-8556e06b,PROG-6e2aa30e,Kakamega,budget,837896,KES,2026-05-09,2026-09-02,manual,approved,,
ALLOC-c32e4311,PROG-42104c80,Kakamega,field_officer,1,officers,2025-11-15,2026-02-27,manual,approved,,
ALLOC-b831c1f4,PROG-42104c80,Kakamega,training_capacity,76,seats,2025-11-15,2026-02-27,ml_recommended,pending,48.05,Qui alias itaque quo maxime voluptatem labore.
ALLOC-29eca58a,PROG-42104c80,Kakamega,budget,757922,KES,2025-11-15,2026-02-27,manual,approved,,
ALLOC-ade3aa65,PROG-42104c80,Kakamega,field_officer,2,officers,2025-05-23,2025-08-01,ml_recommended,approved,75.48,Vel culpa quas quia mollitia commodi laboriosam.
ALLOC-7a3950f0,PROG-42104c80,Kakamega,training_capacity,81,seats,2025-05-23,2025-08-01,ml_recommended,pending,32.14,Dicta suscipit sint dolor beatae odio eveniet.
ALLOC-325e895d,PROG-42104c80,Kakamega,budget,786985,KES,2025-05-23,2025-08-01,ml_recommended,pending,49.01,Recusandae nesciunt id doloribus voluptas neque.
